|soc_code|soc_title|soc_direct_match_title|illustrative_example
1429|23-2093|Title Examiners, Abstractors, and Searchers|Land Title Examiner|
1430|23-2093|Title Examiners, Abstractors, and Searchers|Lease Examiner|
1431|23-2093|Title Examiners, Abstractors, and Searchers|Lien Searcher|x
1432|23-2093|Title Examiners, Abstractors, and Searchers|Title Agent|
1433|23-2093|Title Examiners, Abstractors, and Searchers|Title Checker|
1434|23-2093|Title Examiners, Abstractors, and Searchers|Title Examiner|
1435|23-2093|Title Examiners, Abstractors, and Searchers|Title Inspector|
1436|23-2093|Title Examiners, Abstractors, and Searchers|Title Investigator|
1437|23-2093|Title Examiners, Abstractors, and Searchers|Title Officer|x
1438|23-2093|Title Examiners, Abstractors, and Searchers|Title Searcher|
1439|23-2099|Legal Support Workers, All Other|Legal Technician|x
1440|25-1011|Business Teachers, Postsecondary|Accounting Professor|x
1441|25-1011|Business Teachers, Postsecondary|Banking and Finance Instructor|
1442|25-1011|Business Teachers, Postsecondary|Business Administration Professor|
1443|25-1011|Business Teachers, Postsecondary|Finance Professor|x
1444|25-1011|Business Teachers, Postsecondary|Management Professor|
1445|25-1011|Business Teachers, Postsecondary|Marketing Instructor|
1446|25-1011|Business Teachers, Postsecondary|Marketing Professor|x
1447|25-1021|Computer Science Teachers, Postsecondary|C++ Professor|
1448|25-1021|Computer Science Teachers, Postsecondary|Computer Information Systems Professor|x
1449|25-1021|Computer Science Teachers, Postsecondary|Computer Programming Professor|
1450|25-1021|Computer Science Teachers, Postsecondary|Information Systems Professor|
1451|25-1021|Computer Science Teachers, Postsecondary|Information Technology Professor|x
1452|25-1021|Computer Science Teachers, Postsecondary|IT Professor|
1453|25-1021|Computer Science Teachers, Postsecondary|Java Programming Professor|x
1454|25-1022|Mathematical Science Teachers, Postsecondary|Actuarial Science Professor|x
1455|25-1022|Mathematical Science Teachers, Postsecondary|Biostatistics Professor|
1456|25-1022|Mathematical Science Teachers, Postsecondary|Calculus Professor|x
1457|25-1022|Mathematical Science Teachers, Postsecondary|Geometry Professor|
1458|25-1022|Mathematical Science Teachers, Postsecondary|Mathematics Professor|
1459|25-1022|Mathematical Science Teachers, Postsecondary|Statistical Methods Professor|
1460|25-1022|Mathematical Science Teachers, Postsecondary|Statistics Professor|x
1461|25-1022|Mathematical Science Teachers, Postsecondary|Topology Professor|
1462|25-1031|Architecture Teachers, Postsecondary|Architectural Design Professor|x
1463|25-1031|Architecture Teachers, Postsecondary|Architecture Professor|
1464|25-1031|Architecture Teachers, Postsecondary|Interior Design Professor|
1465|25-1031|Architecture Teachers, Postsecondary|Landscape Architecture Professor|x
1466|25-1032|Engineering Teachers, Postsecondary|Aeronautical Engineering Professor|x
1467|25-1032|Engineering Teachers, Postsecondary|Ceramic Engineering Professor|
1468|25-1032|Engineering Teachers, Postsecondary|Chemical Engineering Professor|
1469|25-1032|Engineering Teachers, Postsecondary|Civil Engineering Professor|x
1470|25-1032|Engineering Teachers, Postsecondary|Electrical Engineering Professor|x
1471|25-1032|Engineering Teachers, Postsecondary|Electronics Engineering Professor|
1472|25-1032|Engineering Teachers, Postsecondary|Industrial Engineering Professor|
1473|25-1032|Engineering Teachers, Postsecondary|Manufacturing Engineering Professor|
1474|25-1032|Engineering Teachers, Postsecondary|Marine Engineering Professor|x
1475|25-1032|Engineering Teachers, Postsecondary|Mechanical Engineering Professor|
1476|25-1032|Engineering Teachers, Postsecondary|Petroleum Engineering Professor|
1477|25-1041|Agricultural Sciences Teachers, Postsecondary|Agricultural Soil Conservation Professor|
1478|25-1041|Agricultural Sciences Teachers, Postsecondary|Agronomy Professor|x
1479|25-1041|Agricultural Sciences Teachers, Postsecondary|Animal Husbandry Professor|
1480|25-1041|Agricultural Sciences Teachers, Postsecondary|Animal Science Professor|
1481|25-1041|Agricultural Sciences Teachers, Postsecondary|Aquaculture and Fisheries Professor|x
1482|25-1041|Agricultural Sciences Teachers, Postsecondary|Farm Management Professor|x
1483|25-1041|Agricultural Sciences Teachers, Postsecondary|Floriculture Professor|
1484|25-1041|Agricultural Sciences Teachers, Postsecondary|Horticulture Instructor|
1485|25-1041|Agricultural Sciences Teachers, Postsecondary|Olericulture Professor|
1486|25-1042|Biological Science Teachers, Postsecondary|Anatomy Professor|
1487|25-1042|Biological Science Teachers, Postsecondary|Bacteriology Professor|x
1488|25-1042|Biological Science Teachers, Postsecondary|Biochemistry Professor|x
1489|25-1042|Biological Science Teachers, Postsecondary|Botany Professor|x
1490|25-1042|Biological Science Teachers, Postsecondary|Embryology Professor|
1491|25-1042|Biological Science Teachers, Postsecondary|Microbiology Professor|
1492|25-1042|Biological Science Teachers, Postsecondary|Zoology Professor|
1493|25-1043|Forestry and Conservation Science Teachers, Postsecondary|Ecology Professor|
1494|25-1043|Forestry and Conservation Science Teachers, Postsecondary|Environmental Conservation Professor|
1495|25-1043|Forestry and Conservation Science Teachers, Postsecondary|Forest Biometrics Professor|
1496|25-1043|Forestry and Conservation Science Teachers, Postsecondary|Forest Ecology Professor|x
1497|25-1043|Forestry and Conservation Science Teachers, Postsecondary|Forest Management Professor|
1498|25-1043|Forestry and Conservation Science Teachers, Postsecondary|Forest Pathology Professor|
1499|25-1043|Forestry and Conservation Science Teachers, Postsecondary|Forest Resources Professor|
1500|25-1043|Forestry and Conservation Science Teachers, Postsecondary|Forest Technology Professor|
1501|25-1043|Forestry and Conservation Science Teachers, Postsecondary|Silviculture Professor|
1502|25-1043|Forestry and Conservation Science Teachers, Postsecondary|Timber Management Professor|x
1503|25-1043|Forestry and Conservation Science Teachers, Postsecondary|Wildlife Conservation Professor|x
1504|25-1051|Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary|Climatology Professor|x
1505|25-1051|Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary|Earth Science Professor|
1506|25-1051|Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary|Geology Professor|x
1507|25-1051|Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary|Geoscience Professor|
1508|25-1051|Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary|Meteorology Professor|
1509|25-1051|Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary|Mineralogy Professor|
1510|25-1051|Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary|Oceanic Sciences Professor|
1511|25-1051|Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary|Oceanography Professor|x
1512|25-1051|Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary|Volcanology Professor|
1513|25-1052|Chemistry Teachers, Postsecondary|Chemistry Professor|
1514|25-1052|Chemistry Teachers, Postsecondary|Inorganic Chemistry Professor|x
1515|25-1052|Chemistry Teachers, Postsecondary|Organic Chemistry Professor|x
1516|25-1052|Chemistry Teachers, Postsecondary|Physical Chemistry Professor|x
1517|25-1052|Chemistry Teachers, Postsecondary|Phytochemistry Professor|
1518|25-1053|Environmental Science Teachers, Postsecondary|Environmental Science Professor|
1519|25-1053|Environmental Science Teachers, Postsecondary|Environmental Science, Management and Policy Professor|X
1520|25-1053|Environmental Science Teachers, Postsecondary|Environmental Studies Professor|x
1521|25-1054|Physics Teachers, Postsecondary|Aerodynamics Professor|
1522|25-1054|Physics Teachers, Postsecondary|Astrophysics Professor|x
1523|25-1054|Physics Teachers, Postsecondary|Atomic Physics Professor|
1524|25-1054|Physics Teachers, Postsecondary|Ballistics Professor|x
1525|25-1054|Physics Teachers, Postsecondary|Hydrodynamics Professor|x
1526|25-1054|Physics Teachers, Postsecondary|Medical Physics Professor|
1527|25-1054|Physics Teachers, Postsecondary|Nuclear Physics Professor|
1528|25-1054|Physics Teachers, Postsecondary|Thermodynamics Professor|x
1529|25-1061|Anthropology and Archeology Teachers, Postsecondary|Cultural Anthropology Professor|x
1530|25-1061|Anthropology and Archeology Teachers, Postsecondary|Ethnoarchaeology Professor|x
1531|25-1061|Anthropology and Archeology Teachers, Postsecondary|Near East Archeology Professor|
1532|25-1061|Anthropology and Archeology Teachers, Postsecondary|Paleology Professor|x
1533|25-1061|Anthropology and Archeology Teachers, Postsecondary|Sociocultural Anthropology Professor|
1534|25-1062|Area, Ethnic, and Cultural Studies Teachers, Postsecondary|African Studies Professor|
1535|25-1062|Area, Ethnic, and Cultural Studies Teachers, Postsecondary|Asian Studies Professor|
1536|25-1062|Area, Ethnic, and Cultural Studies Teachers, Postsecondary|Black Studies Professor|
1537|25-1062|Area, Ethnic, and Cultural Studies Teachers, Postsecondary|Ethnology Professor|x
1538|25-1062|Area, Ethnic, and Cultural Studies Teachers, Postsecondary|Gender Studies Professor|
1539|25-1062|Area, Ethnic, and Cultural Studies Teachers, Postsecondary|Latin American Studies Professor|x
1540|25-1062|Area, Ethnic, and Cultural Studies Teachers, Postsecondary|Women's Studies Professor|x
1541|25-1063|Economics Teachers, Postsecondary|Agricultural Economics Professor|x
1542|25-1063|Economics Teachers, Postsecondary|Econometrics Professor|x
1543|25-1063|Economics Teachers, Postsecondary|Industrial Economics Professor|
1544|25-1063|Economics Teachers, Postsecondary|Labor Economics Professor|x
1545|25-1063|Economics Teachers, Postsecondary|Macroeconomics Professor|
1546|25-1063|Economics Teachers, Postsecondary|Microeconomics Professor|
1547|25-1064|Geography Teachers, Postsecondary|Cartography Professor|x
1548|25-1064|Geography Teachers, Postsecondary|Geographic Information Systems Professor|
1549|25-1064|Geography Teachers, Postsecondary|Geomatics Professor|x
1550|25-1064|Geography Teachers, Postsecondary|GIS Professor|x
1551|25-1065|Political Science Teachers, Postsecondary|Government Professor|x
1552|25-1065|Political Science Teachers, Postsecondary|International Relations Professor|x
1553|25-1065|Political Science Teachers, Postsecondary|Political Theory Professor|
1554|25-1065|Political Science Teachers, Postsecondary|Public Policy Professor|x
1555|25-1066|Psychology Teachers, Postsecondary|Applied Psychology Professor|
1556|25-1066|Psychology Teachers, Postsecondary|Child Development Professor|x
1557|25-1066|Psychology Teachers, Postsecondary|Clinical Psychology Professor|
1558|25-1066|Psychology Teachers, Postsecondary|Educational Psychology Professor|x
1559|25-1066|Psychology Teachers, Postsecondary|Human Relations Professor|
1560|25-1066|Psychology Teachers, Postsecondary|Industrial Psychology Professor|
1561|25-1066|Psychology Teachers, Postsecondary|Industrial/Organizational Psychology Professor|x
1562|25-1066|Psychology Teachers, Postsecondary|Psychology Professor|
1563|25-1067|Sociology Teachers, Postsecondary|Comparative Sociology Professor|x
1564|25-1067|Sociology Teachers, Postsecondary|Race Relations Professor|
1565|25-1067|Sociology Teachers, Postsecondary|Social Organization Professor|
1566|25-1069|Social Sciences Teachers, Postsecondary, All Other|Social Science Professor|
1567|25-1069|Social Sciences Teachers, Postsecondary, All Other|Survey Research Professor|x
1568|25-1069|Social Sciences Teachers, Postsecondary, All Other|Urban Planning Professor|x
1569|25-1071|Health Specialties Teachers, Postsecondary|Clinical Laboratory Science Professor|
1570|25-1071|Health Specialties Teachers, Postsecondary|Clinical Sciences Professor|
1571|25-1071|Health Specialties Teachers, Postsecondary|Dentistry Professor|
1572|25-1071|Health Specialties Teachers, Postsecondary|Gastroenterology Professor|
1573|25-1071|Health Specialties Teachers, Postsecondary|Neurology Professor|
1574|25-1071|Health Specialties Teachers, Postsecondary|Nutrition Professor|x
1575|25-1071|Health Specialties Teachers, Postsecondary|Occupational Therapy Professor|
1576|25-1071|Health Specialties Teachers, Postsecondary|Optometry Professor|
1577|25-1071|Health Specialties Teachers, Postsecondary|Pharmacology Professor|x
1578|25-1071|Health Specialties Teachers, Postsecondary|Physical Therapy Professor|
1579|25-1071|Health Specialties Teachers, Postsecondary|Podiatric Medicine Professor|
1580|25-1071|Health Specialties Teachers, Postsecondary|Podiatry Professor|
1581|25-1071|Health Specialties Teachers, Postsecondary|Public Health Professor|x
1582|25-1072|Nursing Instructors and Teachers, Postsecondary|Advanced Nursing Professor|x
1583|25-1072|Nursing Instructors and Teachers, Postsecondary|Clinical Nursing Instructor|
1584|25-1072|Nursing Instructors and Teachers, Postsecondary|Clinical Nursing Professor|x
1585|25-1072|Nursing Instructors and Teachers, Postsecondary|Registered Nursing Professor|x
1586|25-1081|Education Teachers, Postsecondary|Literacy Education Professor|
1587|25-1081|Education Teachers, Postsecondary|Mathematics Education Professor|
1588|25-1081|Education Teachers, Postsecondary|Primary Education Professor|x
1589|25-1081|Education Teachers, Postsecondary|Science Education Professor|
1590|25-1081|Education Teachers, Postsecondary|Secondary Education Professor|
1591|25-1081|Education Teachers, Postsecondary|Special Education Professor|x
1592|25-1082|Library Science Teachers, Postsecondary|Library and Information Science Professor|x
1593|25-1082|Library Science Teachers, Postsecondary|Library and Information Technology Instructor|
1594|25-1082|Library Science Teachers, Postsecondary|Medical Records Library Professor|x
1595|25-1111|Criminal Justice and Law Enforcement Teachers, Postsecondary|Criminal Justice Professor|
1596|25-1111|Criminal Justice and Law Enforcement Teachers, Postsecondary|Criminology Professor|x
1597|25-1111|Criminal Justice and Law Enforcement Teachers, Postsecondary|Penology Professor|x
1598|25-1112|Law Teachers, Postsecondary|Constitutional Law Professor|x
1599|25-1112|Law Teachers, Postsecondary|Contracts Law Professor|
1600|25-1112|Law Teachers, Postsecondary|Criminal Law Professor|
1601|25-1112|Law Teachers, Postsecondary|Environmental Law Professor|x
1602|25-1112|Law Teachers, Postsecondary|Labor Law Professor|
1603|25-1112|Law Teachers, Postsecondary|Torts Law Professor|x
1604|25-1113|Social Work Teachers, Postsecondary|Family Welfare Social Work Professor|x
